ticker,title,sic_code,sic_description
FTF,FRANKLIN LTD DURATION INCOME TRUST,,
VOR,VOR BIOPHARMA INC.,2836,"Biological Products, (No Diagnostic Substances)"
ALCO,ALICO INC.,0100,Agricultural Production-Crops
LPRO,OPEN LENDING CORP,6141,Personal Credit Institutions
WNEB,WESTERN NEW ENGLAND BANCORP INC.,6035,"Savings Institution, Federally Chartered"
RNAC,CARTESIAN THERAPEUTICS INC.,2834,Pharmaceutical Preparations
SI,SHOULDER INNOVATIONS INC.,3841,Surgical & Medical Instruments & Apparatus
HRZN,HORIZON TECHNOLOGY FINANCE CORP,,
SSP,E.W. SCRIPPS CO,4833,Television Broadcasting Stations
AREC,AMERICAN RESOURCES CORP,1220,Silver Ores
NLST,NETLIST INC,3674,Semiconductors & Related Devices
PBYI,PUMA BIOTECHNOLOGY INC.,2834,Pharmaceutical Preparations
PMTR,PERIMETER ACQUISITION CORP. I,6770,Blank Checks
ONTF,ON24 INC.,7372,Services-Prepackaged Software
CMCM,CHEETAH MOBILE INC.,7372,Services-Prepackaged Software
XHG,XCHANGE TEC.INC,6411,"Insurance Agents, Brokers & Service"
RLTY,COHEN & STEERS REAL ESTATE OPPORTUNITIES & INCOME FUND,,
SDA,SUNCAR TECHNOLOGY GROUP INC.,7500,"Services-Automotive Repair, Services & Parking"
LOVE,LOVESAC CO,5712,Retail-Furniture Stores
GHI,GREYSTONE HOUSING IMPACT INVESTORS LP,6199,Finance Services
NGNE,NEUROGENE INC.,2834,Pharmaceutical Preparations
FLXS,FLEXSTEEL INDUSTRIES INC,2510,Household Furniture
CHMG,CHEMUNG FINANCIAL CORP,6022,State Commercial Banks
IIF,MORGAN STANLEY INDIA INVESTMENT FUND INC.,,
SABA,SABA CAPITAL INCOME & OPPORTUNITIES FUND II,,
TPVG,TRIPLEPOINT VENTURE GROWTH BDC CORP.,,
MCGA,YORKVILLE ACQUISITION CORP.,6770,Blank Checks
NUW,NUVEEN AMT-FREE MUNICIPAL VALUE FUND,,
FCEL,FUELCELL ENERGY INC,3620,Electrical Industrial Apparatus
EMF,TEMPLETON EMERGING MARKETS FUND,,
LIEN,CHICAGO ATLANTIC BDC INC.,,
FACT,FACT II ACQUISITION CORP.,6770,Blank Checks
LUD,LUDA TECHNOLOGY GROUP LTD,3317,Steel Pipe & Tubes
CATX,PERSPECTIVE THERAPEUTICS INC.,2834,Pharmaceutical Preparations
PLMK,PLUM ACQUISITION CORP IV,6770,Blank Checks
DBVT,DBV TECHNOLOGIES S.A.,2836,"Biological Products, (No Diagnostic Substances)"
FOA,FINANCE OF AMERICA COMPANIES INC.,6162,Mortgage Bankers & Loan Correspondents
NTPIF,NAM TAI PROPERTY INC.,6500,Real Estate
DXYZ,DESTINY TECH100 INC.,,
NEN,NEW ENGLAND REALTY ASSOCIATES LIMITED PARTNERSHIP,6513,Operators of  Apartment Buildings
FDBC,FIDELITY D & D BANCORP INC,6021,National Commercial Banks
PNPNF,POWER METALLIC MINES INC.,8880,American Depositary Receipts
FC,FRANKLIN COVEY CO,8741,Services-Management Services
PAMT,PAMT CORP,4213,Trucking (No Local)
ZY,CHINA TOBACCO & ALCOHOL GROUP LTD,,
PSF,COHEN & STEERS SELECT PREFERRED & INCOME FUND INC.,,
INSE,INSPIRED ENTERTAINMENT INC.,7372,Services-Prepackaged Software
GASS,STEALTHGAS INC.,4412,Deep Sea Foreign Transportation of  Freight
ACV,VIRTUS DIVERSIFIED INCOME & CONVERTIBLE FUND,,
WRLGF,WEST RED LAKE GOLD MINES LTD.,,
STXS,STEREOTAXIS INC.,3845,Electromedical & Electrotherapeutic Apparatus
ELVA,ELECTROVAYA INC.,3690,"Miscellaneous Electrical Machinery, Equipment & Supplies"
NPWR,NET POWER INC.,3620,Electrical Industrial Apparatus
EGAN,EGAIN CORP,7372,Services-Prepackaged Software
FUND,SPROTT FOCUS TRUST INC.,0000,
UHG,UNITED HOMES GROUP INC.,1531,Operative Builders
GEOS,GEOSPACE TECHNOLOGIES CORP,3829,"Measuring & Controlling Devices, NEC"
MBCN,MIDDLEFIELD BANC CORP,6022,State Commercial Banks
UURAF,UCORE RARE METALS INC.,,
QTRX,QUANTERIX CORP,3826,Laboratory Analytical Instruments
THH,TRYHARD HOLDINGS LTD,7990,Services-Miscellaneous Amusement & Recreation
ELLO,ELLOMAY CAPITAL LTD.,4911,Electric Services
GLO,CLOUGH GLOBAL OPPORTUNITIES FUND,,
CRMT,AMERICAS CARMART INC,5500,Retail-Auto Dealers & Gasoline Stations
SLN,SILENCE THERAPEUTICS PLC,2834,Pharmaceutical Preparations
BNY,BLACKROCK NEW YORK MUNICIPAL INCOME TRUST,,
RLEA,RUBBER LEAF INC,3714,Motor Vehicle Parts & Accessories
OZ,BELPOINTE PREP LLC,6500,Real Estate
BZUN,BAOZUN INC.,5961,Retail-Catalog & Mail-Order Houses
MGRM,MONOGRAM TECHNOLOGIES INC.,3841,Surgical & Medical Instruments & Apparatus
NXXT,NEXTNRG INC.,5500,Retail-Auto Dealers & Gasoline Stations
EOD,ALLSPRING GLOBAL DIVIDEND OPPORTUNITY FUND,,
TNXP,TONIX PHARMACEUTICALS HOLDING CORP.,2834,Pharmaceutical Preparations
GLDG,GOLDMINING INC.,1040,Gold and Silver Ores
LANV,LANVIN GROUP HOLDINGS LTD,2300,Apparel & Other Finishd Prods of  Fabrics & Similar Matl
SWIN,SOLOWIN HOLDINGS LTD.,6211,"Security Brokers, Dealers & Flotation Companies"
BTM,BITCOIN DEPOT INC.,6199,Finance Services
MITT,AG MORTGAGE INVESTMENT TRUST INC.,6798,Real Estate Investment Trusts
NETD,NABORS ENERGY TRANSITION CORP. II,6770,Blank Checks
COPL,COPLEY ACQUISITION CORP,6770,Blank Checks
NNOX,NANO-X IMAGING LTD.,3844,X-Ray Apparatus & Tubes & Related Irradiation Apparatus
NRDY,NERDY INC.,8200,Services-Educational Services
SNFCA,SECURITY NATIONAL FINANCIAL CORP,6199,Finance Services
SLND,SOUTHLAND HOLDINGS INC.,1600,Heavy Construction Other Than Bldg Const - Contractors
FUNC,FIRST UNITED CORP/MD/,6021,National Commercial Banks
OVLY,OAK VALLEY BANCORP,6022,State Commercial Banks
NVX,NOVONIX LTD,3690,"Miscellaneous Electrical Machinery, Equipment & Supplies"
NWFL,NORWOOD FINANCIAL CORP,6022,State Commercial Banks
IMMR,IMMERSION CORP,3577,"Computer Peripheral Equipment, NEC"
DRDB,ROMAN DBDR ACQUISITION CORP. II,6770,Blank Checks
TSI,TCW STRATEGIC INCOME FUND INC,,
AFRI,FORAFRIC GLOBAL PLC,2040,Grain Mill Products
SLSN,SOLESENCE INC.,2844,"Perfumes, Cosmetics & Other Toilet Preparations"
IVVD,INVIVYD INC.,2836,"Biological Products, (No Diagnostic Substances)"
FVCB,FVCBANKCORP INC.,6022,State Commercial Banks
DAAQ,DIGITAL ASSET ACQUISITION CORP.,6770,Blank Checks
EVM,EATON VANCE CALIFORNIA MUNICIPAL BOND FUND,,
SUGRF,SUCRO LTD,,
MFIN,MEDALLION FINANCIAL CORP,6199,Finance Services
JRS,NUVEEN REAL ESTATE INCOME FUND,,
RAAQ,REAL ASSET ACQUISITION CORP.,6770,Blank Checks
ATNI,ATN INTERNATIONAL INC.,4813,Telephone Communications (No Radiotelephone)
HRTX,HERON THERAPEUTICS INC. /DE/,2834,Pharmaceutical Preparations
OSUR,ORASURE TECHNOLOGIES INC,3841,Surgical & Medical Instruments & Apparatus
FRGE,FORGE GLOBAL HOLDINGS INC.,6200,"Security & Commodity Brokers, Dealers, Exchanges & Services"
MLCI,MOUNT LOGAN CAPITAL INC.,6282,Investment Advice
NHS,NEUBERGER BERMAN HIGH YIELD STRATEGIES FUND INC.,,
AVIR,ATEA PHARMACEUTICALS INC.,2834,Pharmaceutical Preparations
TRVG,TRIVAGO N.V.,7374,Services-Computer Processing & Data Preparation
PRQR,PROQR THERAPEUTICS N.V.,2834,Pharmaceutical Preparations
IRWD,IRONWOOD PHARMACEUTICALS INC,2834,Pharmaceutical Preparations
MDXH,MDXHEALTH SA,8071,Services-Medical Laboratories
RGCO,RGC RESOURCES INC,4923,Natural Gas Transmisison & Distribution
ALTG,ALTA EQUIPMENT GROUP INC.,5084,Wholesale-Industrial Machinery & Equipment
SOPH,SOPHIA GENETICS SA,7374,Services-Computer Processing & Data Preparation
BTCS,BTCS INC.,6199,Finance Services
TKNO,ALPHA TEKNOVA INC.,2835,In Vitro & In Vivo Diagnostic Substances
MACI,MELAR ACQUISITION CORP. I/CAYMAN,6770,Blank Checks
ZNOG,ZION OIL & GAS INC,1382,Oil & Gas Field Exploration Services
SRI,STONERIDGE INC,3714,Motor Vehicle Parts & Accessories
SNBR,SLEEP NUMBER CORP,2510,Household Furniture
ISTR,INVESTAR HOLDING CORP,6022,State Commercial Banks
REI,RING ENERGY INC.,1311,Crude Petroleum & Natural Gas
WEWA,WEWARDS INC.,7370,"Services-Computer Programming, Data Processing, Etc."
TDAC,TRANSLATIONAL DEVELOPMENT ACQUISITION CORP.,6770,Blank Checks
GHG,GREENTREE HOSPITALITY GROUP LTD.,7011,Hotels & Motels
ASUR,ASURE SOFTWARE INC,7373,Services-Computer Integrated Systems Design
ZJK,ZJK INDUSTRIAL CO. LTD.,3452,"Bolts, Nuts, Screws, Rivets & Washers"
DOYU,DOUYU INTERNATIONAL HOLDINGS LTD,7370,"Services-Computer Programming, Data Processing, Etc."
AXTI,AXT INC,3674,Semiconductors & Related Devices
VIOT,VIOMI TECHNOLOGY CO. LTD,3630,Household Appliances
RDCM,RADCOM LTD,3577,"Computer Peripheral Equipment, NEC"
SGMT,SAGIMET BIOSCIENCES INC.,2834,Pharmaceutical Preparations
FLX,BINGEX LTD,4210,Trucking & Courier Services (No Air)
UFG,UNI-FUELS HOLDINGS LTD,5172,Wholesale-Petroleum & Petroleum Products (No Bulk Stations)
LGI,LAZARD GLOBAL TOTAL RETURN & INCOME FUND INC,,
VABK,VIRGINIA NATIONAL BANKSHARES CORP,6021,National Commercial Banks
AOMR,ANGEL OAK MORTGAGE REIT INC.,6500,Real Estate
AXREF,AMARC RESOURCES LTD,1040,Gold and Silver Ores
INSG,INSEEGO CORP.,3669,"Communications Equipment, NEC"
CDXS,CODEXIS INC.,2860,Industrial Organic Chemicals
MQT,BLACKROCK MUNIYIELD QUALITY FUND II INC.,,
MAPS,WM TECHNOLOGY INC.,7372,Services-Prepackaged Software
ONCH,1RT ACQUISITION CORP.,6770,Blank Checks
PVBC,PROVIDENT BANCORP INC. /MD/,6036,"Savings Institutions, Not Federally Chartered"
MVT,BLACKROCK MUNIVEST FUND II INC.,,
SVCC,STELLAR V CAPITAL CORP. (CAYMAN ISLANDS),6770,Blank Checks
AMPY,AMPLIFY ENERGY CORP.,1311,Crude Petroleum & Natural Gas
FXE,INVESCO CURRENCYSHARES EURO TRUST,6221,Commodity Contracts Brokers & Dealers
MUE,BLACKROCK MUNIHOLDINGS QUALITY FUND II INC.,,
FBLA,FB BANCORP INC. /MD/,6036,"Savings Institutions, Not Federally Chartered"
GPJA,GEORGIA POWER CO,4911,Electric Services
MYFW,FIRST WESTERN FINANCIAL INC,6022,State Commercial Banks
RCKY,ROCKY BRANDS INC.,3140,"Footwear, (No Rubber)"
HUSA,HOUSTON AMERICAN ENERGY CORP,1311,Crude Petroleum & Natural Gas
MFM,MFS MUNICIPAL INCOME TRUST,,
TGEN,TECOGEN INC.,3585,Air-Cond & Warm Air Heatg Equip & Comm & Indl Refrig Equip
KLTR,KALTURA INC,7372,Services-Prepackaged Software
INGN,INOGEN INC,3842,"Orthopedic, Prosthetic & Surgical Appliances & Supplies"
DMRC,DIGIMARC CORP,7373,Services-Computer Integrated Systems Design
DBB,INVESCO DB BASE METALS FUND,6221,Commodity Contracts Brokers & Dealers
CABA,CABALETTA BIO INC.,2836,"Biological Products, (No Diagnostic Substances)"
FSFG,FIRST SAVINGS FINANCIAL GROUP INC.,6035,"Savings Institution, Federally Chartered"
CBNA,CHAIN BRIDGE BANCORP INC,6021,National Commercial Banks
FCCO,FIRST COMMUNITY CORP /SC/,6022,State Commercial Banks
CFFI,C & F FINANCIAL CORP,6022,State Commercial Banks
PINE,ALPINE INCOME PROPERTY TRUST INC.,6798,Real Estate Investment Trusts
DHY,CREDIT SUISSE HIGH YIELD CREDIT FUND,,
EWCZ,EUROPEAN WAX CENTER INC.,7200,Services-Personal Services
CEP,CANTOR EQUITY PARTNERS INC.,6770,Blank Checks
CEPO,CANTOR EQUITY PARTNERS I INC.,6770,Blank Checks
ISSC,INNOVATIVE SOLUTIONS & SUPPORT INC,7371,Services-Computer Programming Services
INFU,INFUSYSTEM HOLDINGS INC,3841,Surgical & Medical Instruments & Apparatus
CRBU,CARIBOU BIOSCIENCES INC.,2836,"Biological Products, (No Diagnostic Substances)"
LCNB,LCNB CORP,6021,National Commercial Banks
EVC,ENTRAVISION COMMUNICATIONS CORP,4833,Television Broadcasting Stations
NPV,NUVEEN VIRGINIA QUALITY MUNICIPAL INCOME FUND,,
XGN,EXAGEN INC.,8071,Services-Medical Laboratories
STRZ,STARZ ENTERTAINMENT CORP /CN/,7812,Services-Motion Picture & Video Tape Production
CCRD,CORECARD CORP,7372,Services-Prepackaged Software
REKR,REKOR SYSTEMS INC.,3669,"Communications Equipment, NEC"
MPV,BARINGS PARTICIPATION INVESTORS,,
LOGC,CONTEXTLOGIC HOLDINGS INC.,5961,Retail-Catalog & Mail-Order Houses
BHR,BRAEMAR HOTELS & RESORTS INC.,6798,Real Estate Investment Trusts
HWBK,HAWTHORN BANCSHARES INC.,6021,National Commercial Banks
SLS,SELLAS LIFE SCIENCES GROUP INC.,2834,Pharmaceutical Preparations
BDTX,BLACK DIAMOND THERAPEUTICS INC.,2836,"Biological Products, (No Diagnostic Substances)"
JAKK,JAKKS PACIFIC INC,3944,"Games, Toys & Children's Vehicles (No Dolls & Bicycles)"
BPRN,PRINCETON BANCORP INC.,6022,State Commercial Banks
CV,CAPSOVISION INC,3845,Electromedical & Electrotherapeutic Apparatus
EARN,ELLINGTON CREDIT CO,6798,Real Estate Investment Trusts
NIPG,NIP GROUP INC.,7990,Services-Miscellaneous Amusement & Recreation
FGNX,FG NEXUS INC.,6199,Finance Services
SGMO,SANGAMO THERAPEUTICS INC,2836,"Biological Products, (No Diagnostic Substances)"
STIM,NEURONETICS INC.,3841,Surgical & Medical Instruments & Apparatus
CRNT,CERAGON NETWORKS LTD,3663,Radio & Tv Broadcasting & Communications Equipment
TLSA,TIZIANA LIFE SCIENCES LTD,2834,Pharmaceutical Preparations
ETX,EATON VANCE MUNICIPAL INCOME 2028 TERM TRUST,,
GENC,GENCOR INDUSTRIES INC,3531,Construction Machinery & Equip
MRNO,MURANO GLOBAL INVESTMENTS PLC,7011,Hotels & Motels
SAFX,XCF GLOBAL INC.,2860,Industrial Organic Chemicals
TWNP,TWIN HOSPITALITY GROUP INC.,5812,Retail-Eating  Places
SRG,SERITAGE GROWTH PROPERTIES,6500,Real Estate
SDSYA,SOUTH DAKOTA SOYBEAN PROCESSORS LLC,2070,Fats & Oils
WTF,WATON FINANCIAL LTD,6200,"Security & Commodity Brokers, Dealers, Exchanges & Services"
ACRS,ACLARIS THERAPEUTICS INC.,2834,Pharmaceutical Preparations
OPBK,OP BANCORP,6022,State Commercial Banks
GSHR,GESHER ACQUISITION CORP. II,6770,Blank Checks
FRAF,FRANKLIN FINANCIAL SERVICES CORP /PA/,6022,State Commercial Banks
TRDA,ENTRADA THERAPEUTICS INC.,2834,Pharmaceutical Preparations
NXG,NXG NEXTGEN INFRASTRUCTURE INCOME FUND,,
BRLT,BRILLIANT EARTH GROUP INC.,3910,"Jewelry, Silverware & Plated Ware"
SSSS,SURO CAPITAL CORP.,,
CBIO,CRESCENT BIOPHARMA INC.,2834,Pharmaceutical Preparations
HGLB,HIGHLAND GLOBAL ALLOCATION FUND,,
MRAM,EVERSPIN TECHNOLOGIES INC.,3674,Semiconductors & Related Devices
HCAT,HEALTH CATALYST INC.,7370,"Services-Computer Programming, Data Processing, Etc."
KINS,KINGSTONE COMPANIES INC.,6331,"Fire, Marine & Casualty Insurance"
EFSI,EAGLE FINANCIAL SERVICES INC,6022,State Commercial Banks
FXNC,FIRST NATIONAL CORP /VA/,6022,State Commercial Banks
ELMD,ELECTROMED INC.,3845,Electromedical & Electrotherapeutic Apparatus
ELA,ENVELA CORP,5944,Retail-Jewelry Stores
OPP,RIVERNORTH/DOUBLELINE STRATEGIC OPPORTUNITY FUND INC.,,
KG,KESTREL GROUP LTD,6331,"Fire, Marine & Casualty Insurance"
XTKG,X3 HOLDINGS CO. LTD.,7371,Services-Computer Programming Services
CVRX,CVRX INC.,3841,Surgical & Medical Instruments & Apparatus
NRO,NEUBERGER BERMAN REAL ESTATE SECURITIES INCOME FUND INC,,
CXDO,CREXENDO INC.,4813,Telephone Communications (No Radiotelephone)
VLN,VALENS SEMICONDUCTOR LTD.,3674,Semiconductors & Related Devices
LGDTF,LIBERTY GOLD CORP. /CAN,,
INBK,FIRST INTERNET BANCORP,6022,State Commercial Banks
DSX,DIANA SHIPPING INC.,4412,Deep Sea Foreign Transportation of  Freight
LVRO,LAVORO LTD,5900,Retail-Miscellaneous Retail
BKRRF,BLACKROCK SILVER CORP.,,
DOGZ,DOGNESS (INTERNATIONAL) CORP,3990,Miscellaneous Manufacturing Industries
FT,FRANKLIN UNIVERSAL TRUST,,
INR,INFINITY NATURAL RESOURCES INC.,1311,Crude Petroleum & Natural Gas
FNRN,FIRST NORTHERN COMMUNITY BANCORP,6035,"Savings Institution, Federally Chartered"
VYGR,VOYAGER THERAPEUTICS INC.,2836,"Biological Products, (No Diagnostic Substances)"
TCX,TUCOWS INC /PA/,7374,Services-Computer Processing & Data Preparation
WOLF,WOLFSPEED INC.,3674,Semiconductors & Related Devices
BLNK,BLINK CHARGING CO.,3790,Miscellaneous Transportation Equipment
KGEI,KOLIBRI GLOBAL ENERGY INC.,1311,Crude Petroleum & Natural Gas
GGAZF,GOLDGROUP MINING INC.,,
FFAI,FARADAY FUTURE INTELLIGENT ELECTRIC INC.,3711,Motor Vehicles & Passenger Car Bodies
HIT,HEALTH IN TECH INC.,6411,"Insurance Agents, Brokers & Service"
VNME,VENDOME ACQUISITION CORP I,6770,Blank Checks
EHI,WESTERN ASSET GLOBAL HIGH INCOME FUND INC.,,
FORR,FORRESTER RESEARCH INC.,8700,"Services-Engineering, Accounting, Research, Management"
DVLT,DATAVAULT AI INC.,7389,"Services-Business Services, NEC"
CHRS,COHERUS ONCOLOGY INC.,2836,"Biological Products, (No Diagnostic Substances)"
FNKO,FUNKO INC.,3944,"Games, Toys & Children's Vehicles (No Dolls & Bicycles)"
BLFY,BLUE FOUNDRY BANCORP,6036,"Savings Institutions, Not Federally Chartered"
WHF,WHITEHORSE FINANCE INC.,,
WIA,WESTERN ASSET INFLATION-LINKED INCOME FUND,,
RCMT,RCM TECHNOLOGIES INC.,7363,Services-Help Supply Services
BHST,BIOHARVEST SCIENCES INC.,2834,Pharmaceutical Preparations
SCAG,SCAGE FUTURE,3713,Truck & Bus Bodies
UTMD,UTAH MEDICAL PRODUCTS INC,3841,Surgical & Medical Instruments & Apparatus
DMB,BNY MELLON MUNICIPAL BOND INFRASTRUCTURE FUND INC.,,
MDWD,MEDIWOUND LTD.,2833,Medicinal Chemicals & Botanical Products
BIOA,BIOAGE LABS INC.,2834,Pharmaceutical Preparations
GSVRF,GUANAJUATO SILVER CO LTD,,
BKN,BLACKROCK INVESTMENT QUALITY MUNICIPAL TRUST INC.,,
PERF,PERFECT CORP.,7372,Services-Prepackaged Software
SRV,NXG CUSHING MIDSTREAM ENERGY FUND,,
FIGX,FIGX CAPITAL ACQUISITION CORP.,6770,Blank Checks
MERC,MERCER INTERNATIONAL INC.,2611,Pulp Mills
TIL,INSTIL BIO INC.,2836,"Biological Products, (No Diagnostic Substances)"
BXSY,BEXIL INVESTMENT TRUST,,
MFGCF,MAYFAIR GOLD CORP.,,
PAL,PROFICIENT AUTO LOGISTICS INC,4700,Transportation Services
EMP,ENTERGY MISSISSIPPI LLC,4911,Electric Services
AZULQ,AZUL SA,4512,"Air Transportation, Scheduled"
SMID,SMITH MIDLAND CORP,3272,"Concrete Products, Except Block & Brick"
TRUE,TRUECAR INC.,7370,"Services-Computer Programming, Data Processing, Etc."
USAU,U.S. GOLD CORP.,1000,Metal Mining
PHOE,PHOENIX ASIA HOLDINGS LTD,1700,Construction - Special Trade Contractors
DHF,BNY MELLON HIGH YIELD STRATEGIES FUND,,
NKSH,NATIONAL BANKSHARES INC,6021,National Commercial Banks
WALD,WALDENCAST PLC,2844,"Perfumes, Cosmetics & Other Toilet Preparations"
MIMI,MINT INC LTD,7389,"Services-Business Services, NEC"
HBB,HAMILTON BEACH BRANDS HOLDING CO,3634,Electric Housewares & Fans
FTLF,FITLIFE BRANDS INC.,2833,Medicinal Chemicals & Botanical Products
PPIH,PERMA-PIPE INTERNATIONAL HOLDINGS INC.,3564,Industrial & Commercial Fans & Blowers & Air Purifing Equip
VNTG,VANTAGE CORP (SINGAPORE),4731,Arrangement of  Transportation of  Freight & Cargo
FLC,FLAHERTY & CRUMRINE TOTAL RETURN FUND INC,,
DERM,JOURNEY MEDICAL CORP,2834,Pharmaceutical Preparations
CHOW,CHOWCHOW CLOUD INTERNATIONAL HOLDINGS LTD,7372,Services-Prepackaged Software
NTWO,NEWBURY STREET II ACQUISITION CORP,6770,Blank Checks
SMHI,SEACOR MARINE HOLDINGS INC.,4412,Deep Sea Foreign Transportation of  Freight
RILY,B. RILEY FINANCIAL INC.,6282,Investment Advice
DKI,DARKIRIS INC.,7372,Services-Prepackaged Software
VOXR,VOX ROYALTY CORP.,1040,Gold and Silver Ores
TTEC,TTEC HOLDINGS INC.,7363,Services-Help Supply Services
SCLX,SCILEX HOLDING CO,2836,"Biological Products, (No Diagnostic Substances)"
GF,NEW GERMANY FUND INC,0000,
PESI,PERMA FIX ENVIRONMENTAL SERVICES INC,4955,Hazardous Waste Management
DSAC,DAEDALUS SPECIAL ACQUISITION CORP.,,
IDE,VOYA INFRASTRUCTURE INDUSTRIALS & MATERIALS FUND,,
GNFT,GENFIT S.A.,2836,"Biological Products, (No Diagnostic Substances)"
ONEG,ONECONSTRUCTION GROUP LTD,1520,General Bldg Contractors - Residential Bldgs
ARAY,ACCURAY INC,3841,Surgical & Medical Instruments & Apparatus
ENJ,ENTERGY NEW ORLEANS LLC,4931,Electric & Other Services Combined
ARBE,ARBE ROBOTICS LTD.,7373,Services-Computer Integrated Systems Design
RAIL,FREIGHTCAR AMERICA INC.,3743,Railroad Equipment
SWKH,SWK HOLDINGS CORP,6159,Miscellaneous Business Credit Institution
SGHT,SIGHT SCIENCES INC.,3841,Surgical & Medical Instruments & Apparatus
BSL,BLACKSTONE SENIOR FLOATING RATE 2027 TERM FUND,,
GLATF,GLOBAL ATOMIC CORP,,
NXDT,NEXPOINT DIVERSIFIED REAL ESTATE TRUST,6798,Real Estate Investment Trusts
CMT,CORE MOLDING TECHNOLOGIES INC,3089,"Plastics Products, NEC"
ATLO,AMES NATIONAL CORP,6021,National Commercial Banks
SRFM,SURF AIR MOBILITY INC.,4522,"Air Transportation, Nonscheduled"
FBRX,FORTE BIOSCIENCES INC.,2834,Pharmaceutical Preparations
CFNB,CALIFORNIA FIRST LEASING CORP,6021,National Commercial Banks
ROMA,ROMA GREEN FINANCE LTD,8742,Services-Management Consulting Services
IPHA,INNATE PHARMA SA,2836,"Biological Products, (No Diagnostic Substances)"
EXFY,EXPENSIFY INC.,7372,Services-Prepackaged Software
VPV,INVESCO PENNSYLVANIA VALUE MUNICIPAL INCOME TRUST,,
PCOK,PACIFIC OAK STRATEGIC OPPORTUNITY REIT INC.,6798,Real Estate Investment Trusts
TBI,TRUEBLUE INC.,7363,Services-Help Supply Services
ZEO,ZEO ENERGY CORP.,1700,Construction - Special Trade Contractors
MRBK,MERIDIAN CORP,6021,National Commercial Banks
CHN,CHINA FUND INC.,,
KRMD,KORU MEDICAL SYSTEMS INC.,3841,Surgical & Medical Instruments & Apparatus
DBI,DESIGNER BRANDS INC.,5661,Retail-Shoe Stores
TVGN,TEVOGEN BIO HOLDINGS INC.,2836,"Biological Products, (No Diagnostic Substances)"
ENX,EATON VANCE NEW YORK MUNICIPAL BOND FUND,,
NAMM,NAMIB MINERALS,1040,Gold and Silver Ores
PRE,PRENETICS GLOBAL LTD,3826,Laboratory Analytical Instruments
ELTX,ELICIO THERAPEUTICS INC.,2834,Pharmaceutical Preparations
OVBC,OHIO VALLEY BANC CORP,6022,State Commercial Banks
ESOA,ENERGY SERVICES OF AMERICA CORP,1623,"Water, Sewer, Pipeline, Comm & Power Line Construction"
CCFN,MUNCY COLUMBIA FINANCIAL CORP,6022,State Commercial Banks
ZVIA,ZEVIA PBC,2086,Bottled & Canned Soft Drinks & Carbonated Waters
LTRX,LANTRONIX INC,3576,Computer Communications Equipment
SHIP,SEANERGY MARITIME HOLDINGS CORP.,4412,Deep Sea Foreign Transportation of  Freight
AEYE,AUDIOEYE INC,7372,Services-Prepackaged Software
VBF,INVESCO BOND FUND,,
IPST,HERITAGE DISTILLING HOLDING COMPANY INC.,2080,Beverages
OMSE,OMS ENERGY TECHNOLOGIES INC.,3533,Oil & Gas Field Machinery & Equipment
TNYA,TENAYA THERAPEUTICS INC.,2836,"Biological Products, (No Diagnostic Substances)"
SPCE,VIRGIN GALACTIC HOLDINGS INC,4700,Transportation Services
TWIN,TWIN DISC INC,3560,General Industrial Machinery & Equipment
LODE,COMSTOCK INC.,2860,Industrial Organic Chemicals
VTYX,VENTYX BIOSCIENCES INC.,2834,Pharmaceutical Preparations
BRCC,BRC INC.,2080,Beverages
ESCA,ESCALADE INC,3949,"Sporting & Athletic Goods, NEC"
ETHM,DYNAMIX CORP,6770,Blank Checks
CURV,TORRID HOLDINGS INC.,5600,Retail-Apparel & Accessory Stores
RDNW,RIDENOW GROUP INC.,7371,Services-Computer Programming Services
KULR,KULR TECHNOLOGY GROUP INC.,3670,Electronic Components & Accessories
NTHI,NEONC TECHNOLOGIES HOLDINGS INC.,2834,Pharmaceutical Preparations
MIST,MILESTONE PHARMACEUTICALS INC.,2834,Pharmaceutical Preparations
ATLN,ATLANTIC INTERNATIONAL CORP.,7363,Services-Help Supply Services
PLX,PROTALIX BIOTHERAPEUTICS INC.,2836,"Biological Products, (No Diagnostic Substances)"
BOOM,DMC GLOBAL INC.,3390,Miscellaneous Primary Metal Products
AVTX,AVALO THERAPEUTICS INC.,2834,Pharmaceutical Preparations
ANNA,ALEANNA INC.,1311,Crude Petroleum & Natural Gas
FUEMF,ATACAMA COPPER CORP,,
NYXH,NYXOAH SA,3841,Surgical & Medical Instruments & Apparatus
SGC,SUPERIOR GROUP OF COMPANIES INC.,2300,Apparel & Other Finishd Prods of  Fabrics & Similar Matl
FLD,FOLD HOLDINGS INC.,6199,Finance Services
SEAT,VIVID SEATS INC.,7990,Services-Miscellaneous Amusement & Recreation
CTOR,CITIUS ONCOLOGY INC.,2834,Pharmaceutical Preparations
CPSS,CONSUMER PORTFOLIO SERVICES INC.,6199,Finance Services
FF,FUTUREFUEL CORP.,2860,Industrial Organic Chemicals
PMTS,CPI CARD GROUP INC.,2750,Commercial Printing
MBOT,MICROBOT MEDICAL INC.,3841,Surgical & Medical Instruments & Apparatus
POWW,OUTDOOR HOLDING CO,3480,"Ordnance & Accessories, (No Vehicles/Guided Missiles)"
HYSR,SUNHYDROGEN INC.,3674,Semiconductors & Related Devices
RGP,RESOURCES CONNECTION INC.,7389,"Services-Business Services, NEC"
COOK,TRAEGER INC.,3630,Household Appliances
